Cites,Authors,Title,Language,Year,Field,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"H Dawson, JJ van Rensburg",Exchange Systems and Interaction in Ancient Island and Coastal Settings,English,2023,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/46866/chapter/444253173,,32,2/8/2025 12:57,,,,,,,,,0,0,0,2,2,This chapter discusses island and coastal exchange systems and interaction using the Mediterranean and Red Seas as case studies. The authors present a synthesis of the …,,"https://scholar.google.com/scholar?q=related:fbhWXiOwbtkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,"C Knappett, A Mol",Network Epistemologies in Archaeology,English,2023,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/55203/chapter/428157748,"https://scholar.google.com/scholar?cites=5505620535388704186&as_sdt=805&sciodt=0,3&hl=en",5,2/8/2025 12:45,,,,,,,,,1,0.5,1,2,2,In this chapter we argue that network approaches can bridge the divergent epistemologies through which relations are addressed in the discipline of archaeology. We identify three …,,"https://scholar.google.com/scholar?q=related:uo3w97TkZ0wJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"J Munson, BJ Mills, T Brughmans, MA Peeples",Anticipating the Next Wave of Archaeological Network Research,English,2023,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/55203/chapter/426552001,,6,2/8/2025 12:45,,,,,,,,,0,0,0,4,2,Jessica Munson is Associate Professor in the Department of Anthropology-Sociology at Lycoming College. Her research combines archaeological fieldwork with quantitative …,,"https://scholar.google.com/scholar?q=related:w8pyk9Pv2pgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"AK Jorgenson, S Fiske, K Hubacek, J Li, T McGovern, ...",Social science perspectives on drivers of and responses to global,English,2018,Archaeology,,academicworks.cuny.edu,https://academicworks.cuny.edu/hc_pubs/515/,,184,2/9/2025 10:40,,,,,,,,,0,0,0,6,7,"This article provides a review of recent anthropological, archeological, geographical, and sociological research on anthropogenic drivers of climate change, with a particular focus on …",https://academicworks.cuny.edu/cgi/viewcontent.cgi?article=1600&context=hc_pubs,"https://scholar.google.com/scholar?q=related:eLbJlSIVzzoJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,M Bartolucci,Contextual Narratives in Archaeology: Reframing Human History through Sustainability,English,2023,Archaeology,,amsacta.unibo.it,https://amsacta.unibo.it/id/eprint/7300/,,30,2/8/2025 12:57,,,,,,,,,0,0,0,1,2,"This thesis proposes a contextual approach to the elaboration of narratives in archaeology, suggesting to reframe the history of humanity via parameters of sustainability, negotiated …",https://amsacta.unibo.it/id/eprint/7300/1/ArcheologyNarratives-Sustainability_BM_2023.pdf,"https://scholar.google.com/scholar?q=related:TsVnTpzzo_sJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
26,"CM Cheverko, JR Prince-Buitenhuys, M Hubbe",Theoretical approaches in bioarchaeology,English,2021,Archaeology,,api.taylorfrancis.com,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780429262340&type=googlepdf,"https://scholar.google.com/scholar?cites=5424702794615826521&as_sdt=805&sciodt=0,3&hl=en",58,2/13/2025 9:01,BOOK,,,,,,,,26,6.5,9,3,4,"Title: Theoretical Approaches in Bioarchaeology/edited by Colleen M. Cheverko, Julia R. Prince-Buitenhuys, and Mark Hubbe. Description: London; New York: Routledge/Taylor & …",https://ffyh.aulavirtual.unc.edu.ar/pluginfile.php/533168/mod_resource/content/2/Cheverko_Theoretical%20Approaches%20in%20Bioarchaeology.pdf,"https://scholar.google.com/scholar?q=related:WSglTXNqSEsJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
26,"CM Cheverko, JR Prince-Buitenhuys, M Hubbe",Theoretical approaches in bioarchaeology,English,2021,Archaeology,,api.taylorfrancis.com,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780429262340&type=googlepdf,"https://scholar.google.com/scholar?cites=5424702794615826521&as_sdt=805&sciodt=0,3&hl=en",58,2/9/2025 10:40,BOOK,,,,,,,,26,6.5,9,3,4,"Title: Theoretical Approaches in Bioarchaeology/edited by Colleen M. Cheverko, Julia R. Prince-Buitenhuys, and Mark Hubbe. Description: London; New York: Routledge/Taylor & …",https://ffyh.aulavirtual.unc.edu.ar/pluginfile.php/533168/mod_resource/content/2/Cheverko_Theoretical%20Approaches%20in%20Bioarchaeology.pdf,"https://scholar.google.com/scholar?q=related:WSglTXNqSEsJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
16,"RC Ray, M Fernández-Götz","Historical ecologies, heterarchies and transtemporal landscapes",English,2019,Archaeology,,api.taylorfrancis.com,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781351167727&type=googlepdf,"https://scholar.google.com/scholar?cites=10664141901210041849&as_sdt=805&sciodt=0,3&hl=en",79,2/9/2025 10:40,BOOK,,,,,,,,16,2.67,8,2,6,"Names: Ray, R. Celeste, editor.| Fernández-Götz, Manuel, editor. Title: Historical ecologies, heterarchies and transtemporal landscapes/edited by Celeste Ray, Manuel Fernández-Götz …",,"https://scholar.google.com/scholar?q=related:-b37346k_pMJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
10,"J Armstrong, S Cohen","Production, trade, and connectivity in pre-Roman Italy",English,2022,Archaeology,,api.taylorfrancis.com,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781003120728&type=googlepdf,"https://scholar.google.com/scholar?cites=10021435440852037061&as_sdt=805&sciodt=0,3&hl=en",34,2/8/2025 17:05,BOOK,,,,,,,,10,3.33,5,2,3,"This book explores the complex relationship between production, trade, and connectivity in pre-Roman Italy, confronting established ideas about the connections between people …",,"https://scholar.google.com/scholar?q=related:xe1-B3BKE4sJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
42,"SM Alt, TR Pauketat",New materialisms ancient urbanisms,English,2020,Archaeology,,api.taylorfrancis.com,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781351008488&type=googlepdf,"https://scholar.google.com/scholar?cites=5296523119563549579&as_sdt=805&sciodt=0,3&hl=en",5,2/8/2025 16:41,BOOK,,,,,,,,42,8.4,21,2,5,"Names: Pauketat, Timothy R., editor.| Alt, Susan M., 1959–editor. Title: New materialisms ancient urbanisms/edited by Timothy R. Pauketat and Susan M. Alt. Description: Abingdon …",https://www.academia.edu/download/60579302/Harmansah_10.4324_9781351008488-920190913-25668-qtl50t.pdf,"https://scholar.google.com/scholar?q=related:i6s6DrcHgUkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
16,"RC Ray, M Fernández-Götz","Historical ecologies, heterarchies and transtemporal landscapes",English,2019,Archaeology,,api.taylorfrancis.com,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781351167727&type=googlepdf,"https://scholar.google.com/scholar?cites=10664141901210041849&as_sdt=805&sciodt=0,3&hl=en",21,2/8/2025 12:57,BOOK,,,,,,,,16,2.67,8,2,6,"Names: Ray, R. Celeste, editor.| Fernández-Götz, Manuel, editor. Title: Historical ecologies, heterarchies and transtemporal landscapes/edited by Celeste Ray, Manuel Fernández-Götz …",,"https://scholar.google.com/scholar?q=related:-b37346k_pMJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
5,JMA Murphy,"Rituals, collapse, and radical transformation in Archaic States",English,2021,Archaeology,,api.taylorfrancis.com,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780429278020&type=googlepdf,"https://scholar.google.com/scholar?cites=94053173278249786&as_sdt=805&sciodt=0,3&hl=en",10,2/8/2025 12:45,BOOK,,,,,,,,5,1.25,5,1,4,"Names: Murphy, Joanne MA, 1971–editor. Title: Rituals, collapse, and radical transformation in archaic states/edited Joanne MA Murphy. Description: Abingdon, Oxon; New York, NY …",,"https://scholar.google.com/scholar?q=related:OpM_39wkTgEJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,L Sides,Archaeology and the Palimpsest of Landscape: Developing Theoretical Frameworks and Geographic Information Systems Applications Toward Diachronic Landscape …,English,2019,Archaeology,,baylor-ir.tdl.org,https://baylor-ir.tdl.org/items/cf38db89-b4aa-4e47-9446-890f2ca5f3c1,,59,2/8/2025 16:41,,,,,,,,,0,0,0,1,6,Landscape archaeology studies past people and their relationship to space by regarding observable modification of the natural environment as a palimpsest recording cultures …,,"https://scholar.google.com/scholar?q=related:AeV-X5KA3CAJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,M Ospina Acosta,Conformidad social en la comunidad de San Luis de Palenque (Casanare),Spanish,2023,Archaeology,,bdigital.uexternado.edu.co,https://bdigital.uexternado.edu.co/entities/publication/1607e7c7-ec8a-4cab-aeca-58a783dbf349,,8,2/8/2025 12:45,,,,,,,,,0,0,0,1,2,"Resumen en español La presente investigación está fundamentada en un enfoque divisor, donde la principal preocupación no es comprobar la ausencia o presencia de determinados …",https://bdigital.uexternado.edu.co/bitstreams/484cb20b-109e-4a29-8b2f-ec91adacc640/download,"https://scholar.google.com/scholar?q=related:zpZjmQIQuCAJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,V Trouet,Gli anelli della vita: La storia del mondo scritta dagli alberi,Italian,2022,Archaeology,,Bollati Boringhieri,,,194,2/9/2025 10:40,CITATION,,,,,,,,0,0,0,1,3,,,"https://scholar.google.com/scholar?q=related:Pm4fy_AboF0J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
8,S Robert,Resilience: persistence and change in landscape forms,English,2022,Archaeology,,books.google.com,https://books.google.com/books?hl=en&lr=&id=9ahVEAAAQBAJ&oi=fnd&pg=PR11&ots=6SD7xtScIN&sig=8wW2x5YuuUYRuEbpvre27aVjU4s,"https://scholar.google.com/scholar?cites=5921645679044479702&as_sdt=805&sciodt=0,3&hl=en",86,2/13/2025 9:01,BOOK,,,,,,,,8,2.67,8,1,3,The articulation between persistence and change is relevant to a great number of different disciplines. It is particularly central to the study of urban and rural forms in many different …,,"https://scholar.google.com/scholar?q=related:1kos8V7pLVIJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
91,MA Peeples,"Connected communities: networks, identity, and social change in the ancient Cibola world",English,2018,Archaeology,,books.google.com,https://books.google.com/books?hl=en&lr=&id=fyw-DwAAQBAJ&oi=fnd&pg=PR5&ots=KVX-G_v-D1&sig=e-EmeFS32hUy6LY7A4V5ONBt8SQ,"https://scholar.google.com/scholar?cites=10323403147157276027&as_sdt=805&sciodt=0,3&hl=en",22,2/13/2025 9:01,BOOK,,,,,,,,91,13,91,1,7,The Cibola region on the Arizona–New Mexico border has fascinated archaeologists for more than a century. The region's core is recognized as the ancestral homeland of the …,,"https://scholar.google.com/scholar?q=related:e4V1c3cYRI8J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
51,JM Marston,Agricultural Sustainability and Environmental Change at Ancient Gordion: Gordion Special Studies 8,English,2017,Archaeology,,books.google.com,https://books.google.com/books?hl=en&lr=&id=8NgqDwAAQBAJ&oi=fnd&pg=PP1&ots=-bFVBfzFmB&sig=s14B3CoRMJmMSaOL6Tiu5ej9GuU,"https://scholar.google.com/scholar?cites=17981281950095440520&as_sdt=805&sciodt=0,3&hl=en",44,2/13/2025 9:01,BOOK,,,,,,,,51,6.38,51,1,8,This book publishes the results of 220 botanical samples from the 1993-2002 Gordion excavations directed by Mary Voigt. Together with Naomi Miller's 2010 volume (Gordion …,,"https://scholar.google.com/scholar?q=related:iPqUKapYivkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
19,RP Harrod,The bioarchaeology of social control: Assessing conflict and cooperation in pre-contact Puebloan society,English,2017,Archaeology,,books.google.com,https://books.google.com/books?hl=en&lr=&id=2MI2DwAAQBAJ&oi=fnd&pg=PP6&ots=K3C4y_TD4i&sig=34jmbCY8zyqZ55VN5De7jopDJCY,"https://scholar.google.com/scholar?cites=10830252449220316409&as_sdt=805&sciodt=0,3&hl=en",88,2/13/2025 9:01,BOOK,,,,,,,,19,2.38,19,1,8,"Taking a bioarchaeological approach, this book examines the Ancestral Pueblo culture living in the Four Corners region of the United States during the late Pueblo I through the …",,"https://scholar.google.com/scholar?q=related:-cyUrzjJTJYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
82,DM Glowacki,Living and leaving: A social history of regional depopulation in thirteenth-century Mesa Verde,English,2015,Archaeology,,books.google.com,https://books.google.com/books?hl=en&lr=&id=YShrBgAAQBAJ&oi=fnd&pg=PR5&ots=ow6b3K66ek&sig=taO-2J-BgkT1Ln_x68DUWMMYpBE,"https://scholar.google.com/scholar?cites=6433354993919709164&as_sdt=805&sciodt=0,3&hl=en",33,2/13/2025 9:01,BOOK,,,,,,,,82,8.2,82,1,10,The Mesa Verde migrations in the thirteenth century were an integral part of a transformative period that forever changed the course of Pueblo history. For more than seven hundred …,,"https://scholar.google.com/scholar?q=related:7M-RFkjeR1kJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
26,CL Crumley,New paths into the Anthropocene,English,2015,Archaeology,,books.google.com,https://books.google.com/books?hl=en&lr=&id=Fx6DDwAAQBAJ&oi=fnd&pg=PA6&ots=jx8EE_gnVV&sig=lM7GFKHl5b_nuEgqGbUaXJD4Uko,"https://scholar.google.com/scholar?cites=5192959953246031382&as_sdt=805&sciodt=0,3&hl=en",99,2/13/2025 9:01,BOOK,,,,,,,,26,2.6,26,1,10,"While global change scientists struggle to define the Anthropocene (Crutzen and Stoermer, 2000; Rockström et al., 2009; Steffen et al., 2015; Zalasiewicz et al., 2010; see also Doolittle …",,"https://scholar.google.com/scholar?q=related:Fg4PYpAZEUgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
132,G Iannone,The great Maya droughts in cultural context: case studies in resilience and vulnerability,English,2014,Archaeology,,books.google.com,https://books.google.com/books?hl=en&lr=&id=tozgCwAAQBAJ&oi=fnd&pg=PR7&ots=o6PqdW6N5l&sig=4Zr1jkc8-SUNrSVnLTDFH8kdS4o,"https://scholar.google.com/scholar?cites=3212362096854969333&as_sdt=805&sciodt=0,3&hl=en",23,2/13/2025 9:01,BOOK,,,,,,,,132,12,132,1,11,"In The Great Maya Droughts in Cultural Context, contributors reject the popularized link between societal collapse and drought in Maya civilization, arguing that a series of periodic …",,"https://scholar.google.com/scholar?q=related:9Sv4qE6alCwJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
32,DH Holly,History in the making: the archaeology of the eastern subarctic,English,2013,Archaeology,,books.google.com,https://books.google.com/books?hl=en&lr=&id=eS2zAQAAQBAJ&oi=fnd&pg=PR7&ots=dasWrfKKYY&sig=a3qjlAcGKXa7zD4e1KvSW-R8uYc,"https://scholar.google.com/scholar?cites=15666843127675783211&as_sdt=805&sciodt=0,3&hl=en",82,2/13/2025 9:01,BOOK,,,,,,,,32,2.67,32,1,12,"The Eastern Subarctic has long been portrayed as a place without history. Challenging this perspective, History in the Making: The Archaeology of the Eastern Subarctic charts the …",,"https://scholar.google.com/scholar?q=related:K4jicNHOa9kJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
3353,I Hodder,Entangled: An archaeology of the relationships between humans and things,English,2012,Archaeology,,books.google.com,https://books.google.com/books?hl=en&lr=&id=6JM71IzQI6cC&oi=fnd&pg=PR9&ots=_9UAndwP_C&sig=y1xKg8Jw0JJFoYSZ2q_38TLgsZQ,"https://scholar.google.com/scholar?cites=9576368226552501434&as_sdt=805&sciodt=0,3&hl=en",1,2/13/2025 9:01,,,,,,,,,3353,257.92,3353,1,13,"A powerful and innovative argument that explores the complexity of the human relationship with material things, demonstrating how humans and societies are entrapped into the …",,"https://scholar.google.com/scholar?q=related:utT_DSoY5oQJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
78,"MD Varien, JM Potter","The social construction of communities: agency, structure, and identity in the Prehispanic Southwest",English,2008,Archaeology,,books.google.com,https://books.google.com/books?hl=en&lr=&id=I3yHLOqI-4UC&oi=fnd&pg=PR1&ots=llkajwpPTn&sig=7aVtGrwSwSoQ0HdMBA5mE2EyX8U,"https://scholar.google.com/scholar?cites=11382003829026552738&as_sdt=805&sciodt=0,3&hl=en",57,2/13/2025 9:01,BOOK,,,,,,,,78,4.59,39,2,17,The Social Construction of Communities draws on archaeological research in the Southwest to examine how communities are created through social interaction. The archaeological …,,"https://scholar.google.com/scholar?q=related:ontDlS0A9Z0J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
58,"T Brughmans, MA Peeples",Network science in archaeology,English,2023,Archaeology,,books.google.com,https://books.google.com/books?hl=en&lr=&id=Y4y4EAAAQBAJ&oi=fnd&pg=PR8&ots=1m49J84J_f&sig=1kfFtndAYub6DImpEnqvUk_fWTQ,"https://scholar.google.com/scholar?cites=444122582672162018&as_sdt=805&sciodt=0,3&hl=en",7,2/10/2025 13:23,BOOK,,,,,,,,58,29,29,2,2,The Cambridge Manual to Archaeological Network Science provides the first comprehensive guide to a field of research that has firmly established itself within …,,"https://scholar.google.com/scholar?q=related:4jznyCLXKQYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
